MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,OBS/DÚVIDAS
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Cumaru do Norte"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] No dia 31 de agosto de 2020, o INPE informou que houve alertas de desmatamento que somam 0,62 km² em Cumaru do Norte / Pará, acumulando 6 dias com alertas no mês na região.","O principal tipo de degradação que gerou o alerta para Cumaru do Norte / Pará foi o desmatamento com solo exposto, que remove totalmente a vegetação da floresta.","O principal tipo de desmatamento foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",n,n,n,n,n,n,n,
"[COVID19] [INTENTS] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""1.84"") [SEP] NEW_DEATHS(deaths=""1341"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""74262"") [HISTORY] [PARAGRAPH]","As mortes por #COVID19 no Brasil chegam a 74.262, com 1.341 novos óbitos, representando um aumento diário de 1,84%.","As mortes por #COVID19 no Brasil chegam a 74.262, com 1.341 novos óbitos, representando um crescimento diário de 1,84%.",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""395"",day=""30"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE identificou, ao todo, 395 focos de queimadas no território brasileiro.","O Instituto Nacional de Pesquisas Espaciais (INPE) identificou, no dia 30 de outubro de 2020, 395 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""0.67"") [SEP] DEATHS_VARIATION_LAST_DAY(trend=""high"",variation=""1.06"") [HISTORY] Com 3.647 novos óbitos, o país chega a marca de 348.934 mortos.","Nas últimas 24 horas, o número de infecções confirmadas teve crescimento de 0,67% e o número de óbitos alta de 1,06%.","Com queda de 2 %, o país apresenta crescimento de 2 %, o que representa um aumento diário de 2 % na quantidade de mortos por # COVID19.",s,n,n,s,n,n,s,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""5103408"") [SEP] TOTAL_DEATHS(deaths=""150709"") [HISTORY] [PARAGRAPH]","São registrados, no total, 150.709 mortes e 5.103.408 casos de #COVID19 no Brasil.",O Brasil alcança 5. 057. 409 casos confirmados e 150. 004 mortes por # COVID19.,s,n,n,n,n,s,n,formatacao #
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""3.81"",city=""None"",location=""deter-amz"",month=""7"",state=""PA"",uc=""ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO"",year=""2020"") [HISTORY] [PARAGRAPH]","A ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO / Pará já acumula 3,81 km² de desmatamento no mês de julho de 2020.","Em julho, a ESTAÇÃO ECOLÓGICA DA TERRA DO MEIO acumula 3, 81 de área desmatada.",S,N,N,N,N,N,N,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Caatinga"",cases=""22"",city=""SANTA QUITÉRIA"",day=""13"",month=""11"",state=""CEARÁ"",year=""2020"") [HISTORY] O bioma mais atingido foi a Caatinga, que registrou 675 focos de queimadas.","A cidade mais atingida foi SANTA QUITÉRIA / CEARÁ, localizada na Caatinga, que registrou 22 focos de incêndio.","A cidade mais atingida foi BAIXA DA CACHOEIRA, em CEARÁ, que teve 11 focos de queimadas.",s,s,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Caatinga"",cases=""195"",day=""30"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","Hoje, no dia 30 de outubro de 2020, a Caatinga atingiu o recorde de queimadas, com 195 focos registrados pelo INPE (Instituto Nacional de Pesquisas Espaciais).","Hoje, no dia 30 de outubro de 2020, a Caatinga atingiu o recorde de queimadas, com 195 focos registrados pelo Instituto Nacional de Pesquisas Espaciais(INPE).",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""22"",day=""26"",month=""2"",year=""2021"") [HISTORY] No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.","Ao todo, no dia 26 de fevereiro de 2020, o INPE registrou 22 focos de queimadas no território brasileiro.","Ao todo, no dia 26 de fevereiro de 2020, o INPE registrou 22 focos de queimadas no território brasileiro.",n,s,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Sao Felix do Xingu"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","A principal causa para o desmatamento na região foi mineração, devido à ação de garimpos na floresta.","O principal tipo foi mineração, associada à atividade de garimpo.",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Caatinga"",cases=""675"",day=""13"",month=""11"",year=""2020"") [HISTORY] [PARAGRAPH]","O bioma mais atingido foi a Caatinga, que registrou 675 focos de queimadas.","Hoje, no dia 13 de novembro de 2020, a Caatinga atingiu o recorde de queimadas, com 675 focos registrados pelo Instituto Nacional de Pesquisas Espaciais(INPE).",n,n,n,s,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""19.43"",city=""Rio Branco"",location=""deter-amz"",month=""8"",state=""AC"",year=""2020"") [HISTORY] A principal causa de desmatamento foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","O município de Rio Branco / Acre soma 19,43 km² desmatar no mês de agosto de 2020.","No mês de agosto, Rio Branco acumula 19,43 km² de área desmatada.",n,n,n,n,n,n,n,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""4239763"") [SEP] TOTAL_DEATHS(deaths=""129575"") [HISTORY] [PARAGRAPH]",O Brasil alcança 4.239.763 casos confirmados e 129.575 mortes por #COVID19.,O Brasil alcança 4.239.763 casos confirmados e 129.575 mortes por #COVID19.,n,n,n,n,n,n,n,hyp = ref
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""31.49"",city=""Altamira"",daily_accumulation=""6"",day=""30"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 30 de maio de 2020, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 31,49 km² em Altamira / Pará, que acumula 6 dias com alertas no mês.","No dia 30 de maio de 2020, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 31,49 km² em Altamira / Pará, que acumula 6 dias com alertas no mês.",n,n,n,n,n,n,n,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""850796"") [SEP] TOTAL_DEATHS(deaths=""42791"") [HISTORY] [PARAGRAPH]","No total, o Brasil contabiliza 850.796 casos e 42.791 mortes pela doença.","São registrados, no total, 41.991 mortes e 8.507.796 casos de #COVID19 no Brasil.",s,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Mata Atlântica"",cases=""5"",day=""25"",month=""12"",year=""2020"") [HISTORY] Segundo dados de queimadas do Instituto Nacional de Pesquisas Espaciais(INPE), hoje, 25 de dezembro de 2020, CERRO AZUL / PARANÁ, localizada em Mata Atlântica, foi a cidade mais atingida por focos de queimadas, acumulando 2 focos de incêndio no dia.","No dia, Mata Atlântica teve 5 focos de queimadas e foi o bioma mais atingido.","No dia, Mata Atlântica teve 5 focos de queimadas e foi o bioma mais atingido.",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""80"",day=""11"",month=""2"",year=""2021"") [HISTORY] CANARANA / MATO GROSSO, na Amazônia, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",A Amazônia teve 80 focos de queimadas e foi o bioma mais atingido.,A Amazônia teve 80 focos de queimadas e foi o bioma mais atingido.,n,n,n,n,n,n,n,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""177.84"",location=""deter-amz"",month=""4"",state=""PA"",year=""2021"") [HISTORY] [PARAGRAPH]","Pará foi o estado mais atingido pelo desmatamento, com 177,84 km².",O estado que mais teve desmatamento (76 km2).,n,s,n,n,n,n,s,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""22"",day=""26"",month=""2"",year=""2021"") [HISTORY] No dia, Mata Atlântica teve 12 focos de queimadas e foi o bioma mais atingido.","Ao todo, no dia 26 de fevereiro de 2020, o INPE registrou 22 focos de queimadas no território brasileiro.",O bioma mais atingido foi o bioma mais atingido.,n,n,n,s,n,n,s,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""7.54"",city=""Ruropolis"",daily_accumulation=""9"",day=""5"",location=""deter-amz"",month=""9"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais (INPE) informou que houve alertas de desmatamento que somam 7,54 km² em Ruropolis / Pará, acumulando 9 dias com alertas no mês na região.","Em 5 de setembro de 2020, o Instituto Nacional de Pesquisas Espaciais reportou avisos de desmatamento somando 7, 54 em Ruropolis / Pará, que acumulou 9 dias de alertas.",s,n,n,n,n,s,n,formatacao
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [SEP] DAILY_ALERT(area=""0.19"",city=""None"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""5.4"",city=""None"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE gerou alerta para devastação (0,19 km²) causada pelo desmatamento com solo exposto, que deixa a terra sem vegetação, no dia 10 de agosto de 2020 no PARQUE NACIONAL DO JAMANXIM / Pará - no mês já são 8 dias com alertas e 5,40 km² desmatar.","O Instituto Nacional de Pesquisas Espaciais gerou alerta para devastação (0,19 km2) causada pelo desmatamento com solo exposto, deixando a terra sem vegetação, no dia 10 de agosto de 2020 no PARQUE NACIONAL DO JAMANXIM / Pará - no mês já são 8 dias com alertas e 5,40 km2 desmatar.",n,n,s,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""3.01"",city=""Anapu"",daily_accumulation=""2"",day=""25"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","Segundo o INPE, Anapu / Pará teve alertas de desmatamento no dia 25 de maio de 2020 que somaram 3,01 km².",O alerta diário de desmatamento de garimpos na FLORESTA NACIONAL DO Instituto Nacional de Pesquisas Espaciais (INPE) identificou a terra sem vegetação.,n,n,n,s,n,n,s,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""None"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [SEP] DAILY_ALERT(area=""0.19"",city=""None"",daily_accumulation=""8"",day=""10"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [SEP] TOTAL_DEFORESTATION(area=""5.4"",city=""None"",location=""deter-amz"",month=""8"",state=""PA"",uc=""PARQUE NACIONAL DO JAMANXIM"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE gerou alerta para devastação (0,19 km²) causada pelo desmatamento com solo exposto, que deixa a terra sem vegetação, no dia 10 de agosto de 2020 no PARQUE NACIONAL DO JAMANXIM / Pará - no mês já são 8 dias com alertas e 5,40 km² desmatar.","O principal tipo de desmatamento foi o desmatamento com solo exposto, com alertas de desmatamento no mês anterior, com solo exposto, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior, com alertas de desmatamento no mês anterior,",n,n,n,s,n,n,s,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""79"",day=""20"",month=""2"",year=""2021"") [HISTORY] A cidade mais atingida foi ACREÚNA, em GOIÁS, que teve 7 focos de queimadas.","Ao todo, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 79 focos de queimadas no território brasileiro.","Ao todo, o Instituto Nacional de Pesquisas Espaciais(INPE) registrou 79 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""1659.45"",location=""deter-amz"",month=""7"",year=""2020"") [HISTORY] [PARAGRAPH]","Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.","Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 1.659,45 km² foram desmatados na Amazônia Legal, em julho de 2020.",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""DESMATAMENTO_CR"",city=""Altamira"",location=""deter-amz"",month=""5"",state=""PA"",year=""2020"") [HISTORY] O município de Altamira / Pará soma 152,15 km² desmatar no mês de maio de 2020.","A principal causa de desmatamento foi o desmatamento com solo exposto, deixando a terra sem vegetação.","O desmatamento com solo exposto, deixando a terra sem vegetação, foi a principal causa de desmatamento.",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] CITY_FIRE_ALERT(bioma=""Amazônia"",cases=""29"",city=""SANTARÉM"",day=""12"",month=""11"",state=""PARÁ"",year=""2020"") [HISTORY] O Instituto Nacional de Pesquisas Espaciais(INPE) identificou, ao todo, 345 focos de queimadas no território brasileiro.","SANTARÉM / PARÁ, na Amazônia, foi a cidade mais atingida, acumulando 29 focos de incêndio no dia.","A cidade mais atingida foi Poconé/MT, no Pantanal, que registrou 300 focos de queimadas.",s,s,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] DAILY_FIRES(cases=""214"",day=""25"",month=""10"",year=""2020"") [HISTORY] [PARAGRAPH]","O INPE (Instituto Nacional de Pesquisas Espaciais) identificou, ao todo, 214 focos de queimadas no território brasileiro.","Hoje, dia 25 de outubro de 2020, o INPE (Instituto Nacional de Pesquisas Espaciais) detectou um total de 214 focos de queimadas no território brasileiro.",n,n,n,n,n,n,n,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""322.91"",location=""deter-amz"",month=""4"",year=""2021"") [HISTORY] [PARAGRAPH]","Segundo o Instituto Nacional de Pesquisas Espaciais (INPE), 322,91 km² foram desmatados na Amazônia Legal, em abril de 2021.","O estado que teve mais área desmatada foi o Mato Grosso, com 322 km².",n,n,n,n,s,n,n,
"[COVID19] [INTENTS] NEW_DEATHS(deaths=""3647"",highest=""False"") [SEP] TOTAL_DEATHS(deaths=""348934"") [HISTORY] Com 89.090 novos casos, o Brasil chega a 13.375.414 infectados pela doença.","Com 3.647 novos óbitos, o país chega a marca de 348.934 mortos.","Com 3.647 novas mortes, o país soma 38.934 óbitos pelo vírus.",s,n,n,n,n,n,n,
"[DEFORESTATION_MONTH] [INTENTS] TOTAL_DEFORESTATION(area=""685.97"",location=""deter-amz"",month=""7"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","No mês, Pará foi o estado que mais teve desmatamento (685,97 km²).","Pará foi o estado que mais sofreu desmatamento (685,97 km2).",n,n,n,n,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] CAUSE(cause=""MINERACAO"",city=""Sao Felix do Xingu"",location=""deter-amz"",month=""8"",state=""PA"",year=""2020"") [HISTORY] [PARAGRAPH]","A principal causa para o desmatamento na região foi mineração, devido à ação de garimpos na floresta.",O município mais atingido foi o município mais atingido no mês foi o município mais atingido no mês foi o município mais atingido no mês foi o município mais atingido.,n,n,n,s,n,n,s,
"[COVID19] [INTENTS] CASES_VARIATION_LAST_DAY(trend=""high"",variation=""3.56"") [SEP] NEW_CASES(cases=""40995"",highest=""False"") [SEP] TOTAL_CASES(cases=""1192474"") [HISTORY] [PARAGRAPH]","O Brasil registra 40.995 novos casos de #COVID19, somando 1.192.474 casos no total e alta de 3,56% em relação ao dia anterior.","Com 40995 novos casos, o Brasil contabilizou 1192474 casos de #COVID19.",N,N,N,s,n,n,n,
"[DEFORESTATION_DAILY] [INTENTS] TOTAL_DEFORESTATION(area=""19.43"",city=""Rio Branco"",location=""deter-amz"",month=""8"",state=""AC"",year=""2020"") [HISTORY] A principal causa de desmatamento foi o desmatamento com solo exposto, que acaba com toda vegetação do local.","O município de Rio Branco / Acre soma 19,43 km² desmatar no mês de agosto de 2020.","O município mais atingido foi o desmatamento com solo exposto, que deixa a terra sem vegetação.",N,N,N,s,n,n,s,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Cerrado"",cases=""16"",day=""27"",month=""2"",year=""2021"") [HISTORY] PEDRO GOMES / MATO GROSSO DO SUL, no bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",O bioma Cerrado teve 16 focos de queimadas e foi o bioma mais atingido.,"na bioma Cerrado, foi a cidade mais atingida, acumulando 2 focos de incêndio no dia.",N,N,s,s,n,n,s,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""2.26"",city=""Humaita"",daily_accumulation=""7"",day=""23"",location=""deter-amz"",month=""5"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","O Instituto Nacional de Pesquisas Espaciais relatou alerta de desmatamento em Humaita / Amazonas, no dia 23 de maio de 2020, somando 2,26 km², e a região acumulou 7 dias com alertas no mês.","O Instituto Nacional de Pesquisas Espaciais relatou alerta de desmatamento em Humaita / Amazonas, no dia 23 de maio de 2020, somando 2,26 km², e a região acumulou 7 dias com alertas no mês.",n,n,n,n,n,n,s,
"[DEFORESTATION_DAILY] [INTENTS] DAILY_ALERT(area=""4.71"",city=""Apui"",daily_accumulation=""11"",day=""7"",location=""deter-amz"",month=""8"",state=""AM"",year=""2020"") [HISTORY] [PARAGRAPH]","No dia 7 de agosto de 2020, o INPE informou que houve alertas de desmatamento que somam 4,71 km² em Apui / Amazonas, acumulando 11 dias com alertas no mês na região.","No dia 7 de agosto de 2020, o Instituto Nacional de Pesquisas Espaciais registrou alertas de desmatamento somando 4,71 km2 em Apui / Amazonas, que acumula 11 dias com alertas no mês.",n,n,n,n,n,n,n,
"[COVID19] [INTENTS] TOTAL_CASES(cases=""6204570"") [SEP] TOTAL_DEATHS(deaths=""171497"") [HISTORY] [PARAGRAPH]","São registrados, no total, 171.497 mortes e 6.204.570 casos de #COVID19 no Brasil.","São registrados, no total, 171.497 mortes e 6.204.570 casos de #COVID19 no Brasil.",n,n,n,n,n,n,n,
"[AMAZON_FIRE] [INTENTS] BIOMA_FIRE_ALERT(bioma=""Amazônia"",cases=""101"",day=""25"",month=""10"",year=""2020"") [HISTORY] CORUMBÁ / MATO GROSSO DO SUL, no bioma Pantanal, foi a cidade mais atingida, acumulando 12 focos de incêndio no dia.",A Amazônia teve 101 focos de queimadas e foi o bioma mais atingido.,A Amazônia teve 101 focos de queimadas e foi o bioma mais atingido.,n,n,n,n,n,n,n,
