MR,Reference,Hypothesis,Incorrect Number,Incorrect Named Entity,Incorrect Word,Context Error,Not checkable,Other,Fluency problem,DÚVIDAS/obs
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]",The Cricketers is a low rated but family friendly restaurant near Ranch.,The Cricketers is a family friendly restaurant near Ranch with a low customer rating.,n,n,n,n,n,n,n,
"name[Clowns], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The pub Clowns that is near Crowne Plaza Hotel has ratings of 5 out of 5.,Clowns is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[All Bar One]","A restaurant named The Cricketers is located by All Bar One in riverside. It serves expensive Chinese food, is child friendly and has average customer reviews.",n,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], food[French], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]","Giraffe, a family-friendly pub in the city centre serving French food is located near Raja Indian Cuisine.",Giraffe is a French pub located in the city centre near Raja Indian Cuisine. It is family-friendly.,n,n,n,n,n,n,n,
"name[Green Man], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]","Rated 1 out of 5, Green Man coffee shop is near All Bar One.",Green Man is a coffee shop near All Bar One with a 1 out of 5 customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[high], familyFriendly[yes], near[Café Sicilia]",The Cricketers is a children friendly restaurant near Café Sicilia with a high customer rating.,The Cricketers is a children friendly restaurant near Café Sicilia with a high customer rating.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], area[riverside]",There is a pub Blue Spice in the riverside area.,Blue Spice is a pub in the riverside area.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[French], priceRange[less than £20], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Vaults is a family friendly pub in the low price range serving French food, situated near Raja Indian Cuisine","The Vaults is a family friendly pub in the low price range serving French food, situated near Raja Indian Cuisine",n,n,n,n,n,n,n,
"name[Green Man], eatType[restaurant], food[Japanese], area[riverside], familyFriendly[no], near[Express by Holiday Inn]","Green Man is a restaurant serving Japanese food, it's located in the riverside area near Express by Holiday Inn and is not family-friendly.",Green Man is a Japanese restaurant located in the riverside area near Express by Holiday Inn. It is not family-friendly.,n,n,n,n,n,n,n,
"name[The Mill], eatType[pub], food[Fast food], priceRange[high], customer rating[average], area[riverside], familyFriendly[yes], near[Café Sicilia]","For an child friendly, average pub serving fast food try The Mill, riverside near Café Sicilia",The Mill is a children friendly pub located near Café Sicilia in the riverside area. It has a high price range and an average customer rating.,n,n,n,n,n,n,n,
"name[Cocum], eatType[pub], customer rating[high], near[Café Sicilia]",pub located near Café Sicilia called Cocum with a high customer rating,Cocum is a pub near Café Sicilia with a high customer rating.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[English], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[no], near[Café Rouge]",There is a cheap restaurant that serves English food in the riverside area near Café Rouge named The Cricketers. It was rated by customers 5 out of 5.,There is a cheap restaurant that serves English food in the riverside area near Café Rouge named The Cricketers. It was rated by customers 5 out of 5.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[pub], food[Japanese], priceRange[more than £30], area[city centre], familyFriendly[no], near[Raja Indian Cuisine]",The Wrestlers is a pub that offers Japanese food for more than £30. It is located in the city centre near Raja Indian Cuisine and is not child friendly.,The Wrestlers is a Japanese pub located in the city centre near Raja Indian Cuisine. It is not children friendly and has a price range of more than £30.,n,n,n,n,n,n,n,
"name[Green Man], eatType[pub], food[Japanese], area[riverside], familyFriendly[yes], near[Express by Holiday Inn]",The Green Man is a family friendly pub near Express by Holiday Inn in the riverside area with Japanese food.,Green Man is a family friendly pub that serves Japanese food. It is located in the riverside area near Express by Holiday Inn.,n,n,n,n,n,n,n,
"name[Wildwood], eatType[pub], food[Italian], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",Wildwood is a family oriented pub that serves Italian food. It is located Near Raja Indian Cuisine in City Centre.,Wildwood is a family-friendly Italian pub located in the city centre near Raja Indian Cuisine.,n,n,n,n,n,n,n,
"name[The Punter], eatType[restaurant], food[Italian], priceRange[£20-25], customer rating[high], area[city centre], familyFriendly[no], near[Express by Holiday Inn]","The Punter, near Express by Holiday Inn is an Italian restaurant with a price range of £20-25, and was given a high customer rating but is not kid-friendly.",The Punter is an Italian restaurant located in the city centre near Express by Holiday Inn. It has a high customer rating and a price range of £20-25. It is not kid friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]",Near Express by Holiday Inn there is a coffee shop called The Cricketers. It is not family-friendly and has a low customer rating.,The Cricketers is a coffee shop located near Express by Holiday Inn. It has a low customer rating and is not family-friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[1 out of 5], area[riverside], familyFriendly[yes], near[All Bar One]",The Cricketers is a high-priced restaurant near the All Bar One in Riverside. The Cricketers offers coffee and Chinese food; it is child friendly and has a low customer rating.,The Cricketers is a high-priced restaurant near the All Bar One in Riverside. The Cricketers offers coffee and Chinese food; it is child friendly and has a low customer rating.,n,n,n,s,s,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[low], familyFriendly[yes], near[Ranch]",The Cricketers is a low rated but family friendly restaurant near Ranch.,The Cricketers is a low rated but family friendly restaurant near Ranch.,n,n,n,n,n,n,n,
"name[Giraffe], eatType[pub], near[The Bakers]",A pub named Giraffe is near The Bakers.,Giraffe is a pub near The Bakers.,n,n,n,n,n,n,n,
"name[Loch Fyne], eatType[pub], area[riverside]",The Loch Fyne is a pub at the riverside.,Loch Fyne is a pub located in the riverside area.,n,n,n,n,n,n,n,
"name[The Phoenix], eatType[restaurant], food[Fast food], priceRange[more than £30], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","At the riverside, nearby Raja Indian Cuisine, there is a child friendly restaurant called The Phoenix which serves fast food, for which you can expect to pay more than £30.","At the riverside, nearby Raja Indian Cuisine, there is a child friendly restaurant called The Phoenix which serves fast food, for which you can expect to pay more than £30.",n,n,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], food[Chinese], priceRange[high], customer rating[average], area[city centre], familyFriendly[no], near[All Bar One]",The Cricketers is an adults only restaurant in the city centre. Also offers Chinese food. The prices are high and the customer satisfaction is average. Located near All Bar One.,The Cricketers is an adults only restaurant in the city centre. Also offers Chinese food. The prices are high and the customer satisfaction is average. Located near All Bar One.,n,n,n,n,n,n,s,
"name[Giraffe], eatType[coffee shop], near[The Rice Boat]",Near The Rice Boat you can visit coffee shop called Giraffe.,Near The Rice Boat you can visit coffee shop called Giraffe.,n,n,n,n,n,n,n,
"name[The Wrestlers], eatType[restaurant], food[Japanese], priceRange[£20-25], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Wrestlers serves Japanese food, and is situated near Raja Indian Cuisine, in the riverside area. It is a kid friendly restaurant with a price range of £20 - £25.","The Wrestlers serves Japanese food, and is situated near Raja Indian Cuisine, in the riverside area. It is a kid friendly restaurant with a price range of £20 - £25.",n,n,n,n,n,n,n,
"name[Giraffe], eatType[restaurant], food[French], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",Children friendly restaurant Giraffe that serves French food can be found at riverside near Raja Indian Cuisine.,Giraffe is a French restaurant located in the riverside area near Raja Indian Cuisine. It is children friendly.,n,n,n,n,n,n,n,
"name[Strada], eatType[coffee shop], customer rating[1 out of 5], near[All Bar One]",The Strada is a coffee shop near All Bar One that has a customer rating of 1 out of 5.,Strada is a coffee shop near All Bar One with a customer rating of 1 out of 5.,n,n,n,n,n,n,n,
"name[The Vaults], eatType[pub], food[Japanese], priceRange[cheap], customer rating[5 out of 5], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]","The Vaults is a highly rated, family friendly, Japanese pub along the riverside and near Raja Indian Cuisine.","The Vaults is a cheap, family friendly pub located near Raja Indian Cuisine in the riverside area. It serves Japanese food and has a customer rating of 5 out of 5.",n,n,n,n,n,n,n,
"name[Giraffe], eatType[coffee shop], near[The Rice Boat]",Near The Rice Boat you can visit coffee shop called Giraffe.,Giraffe is a coffee shop located near The Rice Boat.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[pub], customer rating[5 out of 5], near[Crowne Plaza Hotel]",The pub Blue Spice is based near Crowne Plaza Hotel and has a high customer rating of 5 out of 5.,Blue Spice is a pub near Crowne Plaza Hotel with a customer rating of 5 out of 5.,n,n,n,n,n,n,n,
"name[The Mill], eatType[pub], food[English], priceRange[moderate], area[city centre], familyFriendly[yes], near[Raja Indian Cuisine]",There is a moderately priced English food pub called The Mill that is kid friendly near Raja Indian Cuisine in the city centre.,The Mill is a moderately priced pub located in the city centre near Raja Indian Cuisine. It is also kid friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[3 out of 5], familyFriendly[yes], near[Crowne Plaza Hotel]",The Cricketers is a kid friendly coffee shop that is located near Crowne Plaza Hotel. It has a 3 out of 5 customer rating.,The Cricketers is a coffee shop located near Crowne Plaza Hotel. It is kid friendly and has a customer rating of 3 out of 5.,n,n,n,n,n,n,n,
"name[Zizzi], eatType[pub], customer rating[high], near[Burger King]",Near Burger King is a highly rated pub called Zizzi.,The Eagle is a pub near Burger King with a high customer rating.,n,s,n,n,n,n,n,
"name[The Cricketers], eatType[restaurant], customer rating[average], familyFriendly[no], near[Café Sicilia]","The Cricketers is an average rated restaurant close to Café Sicilia, not for children",The Cricketers is a restaurant located near Café Sicilia. It has an average customer rating and is not family - friendly.,n,n,n,n,n,n,n,
"name[Blue Spice], eatType[coffee shop], area[city centre]",A coffee shop in the city centre area called Blue Spice.,Blue Spice is a coffee shop located in the city centre.,n,n,n,n,n,n,n,
"name[The Waterman], eatType[restaurant], food[Indian], priceRange[moderate], area[riverside], familyFriendly[yes], near[Raja Indian Cuisine]",The Waterman is a kid friendly restaurant in the riverside area near Raja Indian Cuisine. They offer Indian food at a moderate price range.,The Waterman is a moderately priced Indian restaurant in the riverside area near Raja Indian Cuisine. It is kid friendly.,n,n,n,n,n,n,n,
"name[The Cricketers], eatType[coffee shop], customer rating[low], familyFriendly[no], near[Express by Holiday Inn]",Near Express by Holiday Inn there is a coffee shop called The Cricketers. It is not family-friendly and has a low customer rating.,The Cricketers is a coffee shop near the Express by Holiday Inn. It is not family - friendly and has a low customer rating.,n,n,n,n,n,s,n,"espaços extras "" - """
